"symbol_name","symbol_module","symbol_filename","input_section","symbol_size","symbol_address","symbol_physical_memory","symbol_out_section","symbol_output_section","symbol_realtime","symbol_access_count","symbol_hw_usage","symbol_folder_name_for_file"
"symbol_269","module_4","file_26.c","data",1166,"0x87ba12f9","sysram","sysram_data","always_power_on","Medium",21,"No","open_base/exthal"
"symbol_274","module_8","file_8.c","data",1237,"0x8774d60d","sysram","sysram_data","init","Low",2,"Yes","customer"
"symbol_279","module_16","file_63.c","data",1902,"0x8fd423e5","sysram","sysram_data","data","Low",70,"Yes","open_base/exthal"
"symbol_280","module_9","file_34.c","bss",1419,"0x8211987b","ext_memory1","ext_memory1_data","ro_after_write","High",21,"No","open_core/middle"
"symbol_281","module_2","file_53.c","code",688,"0x86a1429a","sysram","sysram_code","init","Low",39,"Yes","base/hal"
"symbol_282","module_1","file_32.c","data",1068,"0x8da7595b","sysram","sysram_data","ro_after_write","Medium",5,"No","open_core/system"
"symbol_283","module_16","file_79.c","bss",1415,"0x80bea497","sysram","sysram_data","always_power_on","Medium",15,"No","open_core/middle"
"symbol_286","module_13","file_37.c","code",897,"0x894bb30a","sysram","sysram_code","always_power_on","High",41,"No","base/prj_ram"
"symbol_293","module_6","file_17.c","code",430,"0x8561a474","ext_memory1","ext_memory1_code","init","High",55,"Yes","core/system"
"symbol_298","module_8","file_56.c","bss",2039,"0x89f14959","ext_memory1","ext_memory1_data","code","Medium",100,"Yes","open_core/mlm"
"symbol_300","module_4","file_12.c","code",1583,"0x829742ad","sysram","sysram_code","init","Medium",0,"Yes","custom/system"
"symbol_301","module_8","file_8.c","bss",1317,"0x863aa70f","sysram","sysram_data","always_power_on","Low",68,"No","open_core/rlm"
"symbol_302","module_4","file_51.c","data",315,"0x873305bf","sysram","sysram_data","code","Medium",57,"No","base/exthal"
"symbol_303","module_7","file_66.c","bss",1589,"0x8f893636","sysram","sysram_data","data","High",97,"Yes","base/hal"
"symbol_306","module_14","file_39.c","data",1173,"0x83719f3a","ext_memory2","ext_memory2_data","data","Low",13,"No","base/prj_ram"
"symbol_314","module_5","file_3.c","bss",1418,"0x8b1460b1","ext_memory1","ext_memory1_data","code","Low",17,"No","open_base/exthal"
"symbol_315","module_1","file_58.c","bss",1225,"0x8481eebe","sysram","sysram_data","data","Low",47,"No","core/middle"
"symbol_317","module_1","file_44.c","bss",851,"0x802c238e","ext_memory1","ext_memory1_data","code","Low",81,"No","customer"
"symbol_318","module_5","file_8.c","bss",2030,"0x8453bce6","sysram","sysram_data","ro_after_write","High",93,"No","core/mlm"
"symbol_319","module_16","file_40.c","code",1570,"0x8b45b61a","ext_memory2","ext_memory2_code","init","Low",18,"Yes","core/rlm"
"symbol_320","module_8","file_11.c","data",1686,"0x81f0f712","ext_memory1","ext_memory1_data","ro_after_write","Medium",16,"No","customer"
"symbol_324","module_12","file_37.c","data",1682,"0x85ab9c0e","sysram","sysram_data","data","Medium",34,"No","core/middle"
"symbol_325","module_3","file_69.c","bss",61,"0x85ff6232","sysram","sysram_data","data","High",63,"Yes","core/system"
"symbol_329","module_8","file_5.c","bss",21,"0x82fdbda8","dlm","dlm_data","code","High",32,"Yes","core/rlm"
"symbol_331","module_14","file_25.c","data",1934,"0x89b51498","sysram","sysram_data","init","Medium",4,"No","custom/system"
"symbol_332","module_11","file_48.c","code",1592,"0x82485c5c","ext_memory1","ext_memory1_code","always_power_on","Medium",19,"No","core/rlm"
"symbol_334","module_5","file_75.c","data",1269,"0x8208230d","sysram","sysram_data","code","Medium",71,"Yes","core/middle"
"symbol_335","module_4","file_4.c","code",585,"0x80e3ad29","ext_memory1","ext_memory1_code","data","Low",83,"Yes","core/middle"
"symbol_336","module_1","file_19.c","bss",1216,"0x8c88244c","sysram","sysram_data","always_power_on","Medium",24,"Yes","open_core/system"
"symbol_337","module_5","file_67.c","bss",225,"0x86b5fdbc","ext_memory1","ext_memory1_data","data","Low",64,"Yes","core/rlm"
"symbol_340","module_1","file_50.c","bss",259,"0x8f708ead","sysram","sysram_data","always_power_on","Low",40,"No","open_core/mlm"
"symbol_343","module_2","file_70.c","data",128,"0x82cef7e1","sysram","sysram_data","ro_after_write","Low",66,"No","core/middle"
"symbol_344","module_15","file_23.c","data",1762,"0x8b1b094d","sysram","sysram_data","data","Low",50,"Yes","core/mlm"
"symbol_348","module_14","file_56.c","data",770,"0x8be0a8ac","sysram","sysram_data","code","Low",7,"No","customer"
"symbol_349","module_11","file_9.c","bss",942,"0x8b8fdbf4","ext_memory1","ext_memory1_data","always_power_on","High",71,"Yes","open_core/rlm"
"symbol_353","module_2","file_58.c","bss",278,"0x8d4c481e","sysram","sysram_data","init","Low",35,"Yes","base/hal"
"symbol_366","module_4","file_64.c","code",37,"0x819001c2","ext_memory1","ext_memory1_code","always_power_on","Low",94,"No","core/system"
"symbol_367","module_6","file_56.c","code",978,"0x8ffaa3e1","sysram","sysram_code","ro_after_write","High",79,"Yes","base/exthal"
"symbol_370","module_13","file_27.c","data",143,"0x847c0837","sysram","sysram_data","code","Low",59,"Yes","open_core/rlm"
"symbol_372","module_4","file_17.c","code",861,"0x85a03074","sysram","sysram_code","init","Low",25,"No","custom/system"
"symbol_374","module_4","file_16.c","data",687,"0x8793d2e1","sysram","sysram_data","ro_after_write","High",72,"Yes","custom/system"
"symbol_375","module_15","file_35.c","bss",161,"0x8466c869","sysram","sysram_data","always_power_on","Low",100,"No","open_core/rlm"
"symbol_385","module_11","file_23.c","data",21,"0x8df2b278","ilm","ilm_data","code","High",85,"Yes","core/mlm"
"symbol_386","module_6","file_4.c","data",1301,"0x823ff867","sysram","sysram_data","always_power_on","High",46,"No","open_core/mlm"
"symbol_388","module_10","file_76.c","code",329,"0x89a67231","sysram","sysram_code","init","Medium",16,"No","base/prj_ram"
"symbol_389","module_6","file_4.c","bss",294,"0x8f3eeac6","sysram","sysram_data","always_power_on","Low",64,"No","base/prj_ram"
"symbol_390","module_6","file_75.c","data",1828,"0x8ad904f8","sysram","sysram_data","data","Low",17,"No","custom/system"
"symbol_391","module_1","file_73.c","code",844,"0x8c5aa672","ext_memory1","ext_memory1_code","code","High",41,"Yes","custom/system"
"symbol_392","module_15","file_38.c","data",915,"0x82cea335","ext_memory2","ext_memory2_data","code","Medium",3,"No","open_base/exthal"
"symbol_398","module_9","file_67.c","code",1755,"0x8197debf","ext_memory2","ext_memory2_code","ro_after_write","Low",59,"No","base/hal"
"symbol_400","module_8","file_67.c","code",26,"0x8701a4a7","ilm","ilm_code","data","Low",26,"Yes","open_core/system"
"symbol_401","module_12","file_3.c","code",1163,"0x8b7794e9","sysram","sysram_code","always_power_on","Low",82,"Yes","base/prj_ram"
"symbol_405","module_7","file_67.c","code",132,"0x8e7bf65a","ext_memory1","ext_memory1_code","ro_after_write","High",74,"Yes","open_base/hal"
"symbol_406","module_7","file_58.c","bss",1518,"0x8e34c2d4","ext_memory1","ext_memory1_data","init","Medium",52,"Yes","open_core/system"
"symbol_408","module_12","file_75.c","data",842,"0x81dc8860","sysram","sysram_data","ro_after_write","Medium",33,"No","core/system"
"symbol_409","module_2","file_57.c","bss",445,"0x89b4ac3b","sysram","sysram_data","data","High",26,"Yes","custom/system"
"symbol_421","module_4","file_46.c","code",1769,"0x8ebd4245","sysram","sysram_code","code","Low",50,"Yes","open_base/hal"
"symbol_423","module_12","file_24.c","data",856,"0x82608529","ext_memory2","ext_memory2_data","init","High",41,"No","base/exthal"
"symbol_427","module_6","file_76.c","data",1039,"0x8320c60f","sysram","sysram_data","code","High",25,"Yes","core/rlm"
"symbol_428","module_15","file_74.c","data",264,"0x8516cbd2","sysram","sysram_data","ro_after_write","High",69,"Yes","core/mlm"
"symbol_434","module_2","file_30.c","code",1960,"0x8be4701d","sysram","sysram_code","init","High",92,"No","open_core/middle"
"symbol_435","module_8","file_1.c","code",1788,"0x8a65a3e1","sysram","sysram_code","data","Low",28,"Yes","core/system"
"symbol_436","module_4","file_38.c","data",399,"0x86afdf77","sysram","sysram_data","code","Medium",81,"Yes","base/prj_ram"
"symbol_437","module_15","file_70.c","data",937,"0x822c99c8","sysram","sysram_data","data","Low",50,"No","base/prj_ram"
"symbol_438","module_1","file_23.c","data",1744,"0x83bfa77e","sysram","sysram_data","init","Low",59,"No","customer"
"symbol_439","module_14","file_79.c","code",1058,"0x8b51dbfa","sysram","sysram_code","ro_after_write","Low",0,"No","core/system"
"symbol_440","module_11","file_67.c","bss",209,"0x89a9d007","sysram","sysram_data","always_power_on","Low",1,"No","open_core/rlm"
"symbol_442","module_16","file_16.c","bss",476,"0x815f4388","sysram","sysram_data","init","High",20,"No","open_base/exthal"
"symbol_443","module_15","file_73.c","bss",319,"0x8d0c0e8d","sysram","sysram_data","always_power_on","Medium",69,"No","base/prj_ram"
"symbol_444","module_6","file_8.c","code",1088,"0x8b8050f7","ext_memory1","ext_memory1_code","ro_after_write","Low",96,"No","customer"
"symbol_445","module_10","file_21.c","code",345,"0x8b9ccec0","ext_memory1","ext_memory1_code","code","High",9,"Yes","open_base/hal"
"symbol_448","module_5","file_3.c","bss",1111,"0x87199586","sysram","sysram_data","always_power_on","Low",74,"Yes","base/exthal"
"symbol_449","module_11","file_51.c","data",1928,"0x8c70a05f","ext_memory1","ext_memory1_data","init","Medium",56,"No","custom/system"
"symbol_450","module_7","file_8.c","data",1810,"0x81ec87da","sysram","sysram_data","data","High",69,"Yes","core/system"
"symbol_452","module_13","file_24.c","bss",1474,"0x89f5fa16","sysram","sysram_data","init","Low",41,"No","base/exthal"
"symbol_454","module_11","file_53.c","data",1190,"0x83173d0a","ext_memory2","ext_memory2_data","data","Low",3,"No","open_core/middle"
"symbol_461","module_8","file_22.c","bss",30,"0x8ee1d86e","ext_memory1","ext_memory1_data","ro_after_write","Medium",93,"No","open_base/exthal"
"symbol_464","module_14","file_52.c","data",968,"0x83732b57","ext_memory2","ext_memory2_data","always_power_on","Medium",42,"No","open_core/middle"
"symbol_466","module_15","file_35.c","code",1945,"0x8a5d8d5a","sysram","sysram_code","always_power_on","Low",9,"No","custom/system"
"symbol_470","module_11","file_69.c","bss",1331,"0x8fce21ba","sysram","sysram_data","code","Medium",9,"Yes","open_core/system"
"symbol_471","module_5","file_38.c","bss",1497,"0x8b0f814d","ext_memory1","ext_memory1_data","code","High",32,"Yes","base/exthal"
"symbol_472","module_5","file_4.c","data",1105,"0x8c875fdc","sysram","sysram_data","data","Medium",88,"No","open_core/middle"
"symbol_475","module_11","file_70.c","data",1130,"0x849538d7","sysram","sysram_data","always_power_on","High",69,"Yes","base/exthal"
"symbol_476","module_15","file_69.c","bss",290,"0x87bfa0c4","sysram","sysram_data","init","High",45,"Yes","open_core/mlm"
"symbol_478","module_11","file_68.c","data",1781,"0x8ff9f3ad","ext_memory2","ext_memory2_data","init","High",60,"No","base/exthal"
"symbol_479","module_7","file_36.c","code",593,"0x8afd063e","sysram","sysram_code","ro_after_write","Low",31,"No","core/mlm"
"symbol_481","module_15","file_23.c","data",1927,"0x8dbd274a","sysram","sysram_data","always_power_on","Low",19,"No","custom/system"
"symbol_483","module_4","file_68.c","data",1977,"0x8be83d8d","sysram","sysram_data","init","High",49,"No","core/middle"
"symbol_485","module_3","file_19.c","bss",332,"0x8d7b0f5e","sysram","sysram_data","ro_after_write","Medium",17,"Yes","customer"
"symbol_486","module_6","file_43.c","code",1672,"0x8a4a8dd5","ext_memory2","ext_memory2_code","data","Low",74,"Yes","open_core/rlm"
"symbol_487","module_7","file_44.c","bss",980,"0x8ecb1388","sysram","sysram_data","ro_after_write","High",71,"No","open_base/hal"
"symbol_490","module_8","file_15.c","code",587,"0x8ecf227c","ext_memory2","ext_memory2_code","always_power_on","Low",23,"Yes","core/middle"
"symbol_492","module_5","file_72.c","bss",1806,"0x840c55d1","sysram","sysram_data","always_power_on","Low",94,"No","open_base/exthal"
"symbol_493","module_3","file_30.c","bss",1970,"0x837e79f0","ext_memory2","ext_memory2_data","init","Low",8,"No","base/exthal"
"symbol_507","module_4","file_61.c","code",1622,"0x8f93cead","sysram","sysram_code","init","Medium",1,"Yes","custom/system"
"symbol_508","module_7","file_47.c","code",750,"0x83f0f4ef","sysram","sysram_code","always_power_on","Medium",63,"No","base/hal"
"symbol_511","module_5","file_51.c","bss",255,"0x868dc035","sysram","sysram_data","ro_after_write","Low",49,"No","open_base/exthal"
"symbol_517","module_5","file_20.c","data",1207,"0x81b34744","sysram","sysram_data","code","High",46,"Yes","open_base/exthal"
"symbol_518","module_10","file_29.c","bss",1857,"0x80b6dc7f","sysram","sysram_data","code","Low",61,"No","open_base/exthal"
"symbol_529","module_4","file_79.c","code",164,"0x8013fb82","sysram","sysram_code","init","Low",86,"No","open_core/system"
"symbol_534","module_4","file_22.c","data",242,"0x88f3b4f1","sysram","sysram_data","code","Low",72,"Yes","core/mlm"
"symbol_544","module_5","file_1.c","code",1392,"0x834be9ab","ext_memory1","ext_memory1_code","always_power_on","High",15,"No","core/rlm"
"symbol_545","module_7","file_20.c","bss",982,"0x850534b0","sysram","sysram_data","data","Low",56,"No","base/prj_ram"
"symbol_547","module_3","file_50.c","bss",409,"0x88bea6c0","ext_memory1","ext_memory1_data","always_power_on","Low",8,"Yes","core/middle"
"symbol_550","module_11","file_19.c","data",661,"0x89ee1d91","ext_memory1","ext_memory1_data","always_power_on","High",84,"Yes","custom/system"
"symbol_553","module_7","file_70.c","code",1902,"0x87bbce4d","ext_memory2","ext_memory2_code","code","Low",31,"Yes","open_core/system"
"symbol_554","module_8","file_18.c","code",528,"0x849ce76b","sysram","sysram_code","code","Low",99,"No","core/mlm"
"symbol_555","module_1","file_33.c","code",713,"0x8696b9c7","sysram","sysram_code","always_power_on","Low",67,"No","core/system"
"symbol_557","module_5","file_33.c","code",1078,"0x8997ff1c","sysram","sysram_code","always_power_on","Medium",92,"Yes","custom/system"
"symbol_561","module_4","file_52.c","code",819,"0x896a701b","ext_memory1","ext_memory1_code","init","High",49,"No","core/middle"
"symbol_562","module_3","file_49.c","bss",882,"0x81ee26a6","ext_memory2","ext_memory2_data","data","Medium",100,"Yes","core/mlm"
"symbol_563","module_6","file_70.c","code",345,"0x82665525","ext_memory1","ext_memory1_code","always_power_on","High",37,"No","custom/system"
"symbol_564","module_14","file_42.c","code",423,"0x853c12e7","ext_memory2","ext_memory2_code","data","High",62,"No","base/hal"
"symbol_570","module_2","file_35.c","code",1786,"0x8fa5b744","ext_memory1","ext_memory1_code","always_power_on","High",55,"No","open_base/prj_ram"
"symbol_572","module_1","file_38.c","data",880,"0x8cf32bfc","ext_memory2","ext_memory2_data","data","Low",54,"Yes","core/mlm"
"symbol_574","module_14","file_14.c","bss",1070,"0x89deb2ac","sysram","sysram_data","init","Low",83,"No","core/mlm"
"symbol_577","module_11","file_34.c","data",932,"0x89baf3cd","sysram","sysram_data","ro_after_write","Low",54,"No","open_core/rlm"
"symbol_578","module_11","file_39.c","data",842,"0x880b9ddd","ext_memory2","ext_memory2_data","code","Medium",10,"Yes","core/middle"
"symbol_581","module_3","file_72.c","bss",1905,"0x8e035f34","sysram","sysram_data","init","Low",51,"Yes","core/rlm"
"symbol_585","module_3","file_74.c","code",525,"0x8a73a98c","sysram","sysram_code","always_power_on","High",21,"No","base/hal"
"symbol_586","module_13","file_14.c","code",1014,"0x8f18f82f","sysram","sysram_code","code","Low",95,"No","customer"
"symbol_587","module_6","file_62.c","bss",478,"0x8f5c758f","sysram","sysram_data","data","Medium",82,"Yes","core/mlm"
"symbol_589","module_12","file_42.c","data",1223,"0x8b8bc11e","sysram","sysram_data","data","Medium",48,"Yes","base/hal"
"symbol_592","module_9","file_29.c","bss",49,"0x890c29f8","sysram","sysram_data","data","Medium",90,"Yes","core/mlm"
"symbol_595","module_8","file_68.c","code",1698,"0x8315e415","ext_memory1","ext_memory1_code","init","Medium",10,"Yes","open_base/hal"
"symbol_601","module_6","file_26.c","bss",23,"0x868ac2d0","sysram","sysram_data","always_power_on","Medium",14,"No","custom/system"
"symbol_604","module_9","file_57.c","data",1660,"0x885885fa","sysram","sysram_data","init","Medium",73,"No","open_base/prj_ram"
"symbol_605","module_14","file_34.c","bss",1676,"0x8b131053","sysram","sysram_data","code","Medium",63,"Yes","open_core/middle"
"symbol_607","module_8","file_66.c","code",201,"0x81790779","sysram","sysram_code","code","High",50,"Yes","core/system"
"symbol_611","module_9","file_5.c","code",505,"0x8915c184","sysram","sysram_code","ro_after_write","High",9,"Yes","core/rlm"
"symbol_613","module_4","file_16.c","bss",259,"0x830a7aa4","sysram","sysram_data","init","Low",100,"Yes","core/rlm"
"symbol_617","module_3","file_30.c","bss",843,"0x8d488985","sysram","sysram_data","init","Low",14,"Yes","customer"
"symbol_619","module_13","file_58.c","data",204,"0x820c75ec","ext_memory2","ext_memory2_data","ro_after_write","Low",37,"No","core/rlm"
"symbol_621","module_1","file_21.c","code",1870,"0x8b069c77","ext_memory2","ext_memory2_code","code","Medium",42,"Yes","core/rlm"
"symbol_622","module_5","file_64.c","code",17,"0x8fa6075f","ext_memory1","ext_memory1_code","init","Low",53,"No","open_core/middle"
"symbol_630","module_15","file_46.c","data",1537,"0x84bbda2d","sysram","sysram_data","code","Medium",33,"No","open_core/middle"
"symbol_633","module_10","file_6.c","bss",1606,"0x8740caef","sysram","sysram_data","data","Medium",45,"No","open_core/system"
"symbol_634","module_11","file_64.c","code",560,"0x8dffe0ad","sysram","sysram_code","ro_after_write","Low",82,"No","open_core/mlm"
"symbol_635","module_10","file_15.c","data",433,"0x8aae7e3f","sysram","sysram_data","init","Low",88,"Yes","core/rlm"
"symbol_636","module_9","file_69.c","bss",530,"0x87c68128","ext_memory1","ext_memory1_data","ro_after_write","High",26,"Yes","base/hal"
"symbol_638","module_16","file_58.c","data",448,"0x8d526e52","sysram","sysram_data","ro_after_write","Low",97,"No","open_base/exthal"
"symbol_641","module_11","file_68.c","code",707,"0x88e5ea7f","sysram","sysram_code","ro_after_write","Low",100,"Yes","core/mlm"
"symbol_642","module_6","file_58.c","code",1820,"0x829bcb9d","sysram","sysram_code","data","Low",34,"No","customer"
"symbol_645","module_5","file_6.c","code",714,"0x8c1d0765","sysram","sysram_code","code","Low",2,"No","customer"
"symbol_646","module_4","file_47.c","bss",930,"0x8f03a698","ext_memory1","ext_memory1_data","code","High",7,"No","core/system"
"symbol_648","module_2","file_38.c","code",250,"0x8b71609d","sysram","sysram_code","data","High",44,"No","core/mlm"
"symbol_649","module_4","file_75.c","bss",160,"0x864dabe9","sysram","sysram_data","always_power_on","Medium",27,"Yes","open_base/prj_ram"
"symbol_650","module_7","file_48.c","bss",872,"0x846aa13b","sysram","sysram_data","ro_after_write","Medium",61,"Yes","open_base/hal"
"symbol_651","module_16","file_42.c","bss",630,"0x870bf1e9","sysram","sysram_data","init","Low",22,"Yes","open_core/rlm"
"symbol_652","module_14","file_43.c","code",1078,"0x8a5e7bbe","ext_memory2","ext_memory2_code","code","Low",13,"Yes","open_core/system"
"symbol_656","module_5","file_18.c","code",1008,"0x8a2d3943","ext_memory1","ext_memory1_code","code","Low",89,"Yes","base/exthal"
"symbol_660","module_14","file_28.c","data",478,"0x812a46b5","sysram","sysram_data","always_power_on","Medium",32,"No","base/prj_ram"
"symbol_662","module_6","file_26.c","code",465,"0x8bdc0acc","sysram","sysram_code","always_power_on","Medium",4,"Yes","core/rlm"
"symbol_663","module_1","file_63.c","data",1442,"0x899e7ee9","sysram","sysram_data","data","Low",7,"No","core/middle"
"symbol_667","module_5","file_39.c","data",53,"0x84585a38","ext_memory2","ext_memory2_data","data","Low",85,"Yes","customer"
"symbol_669","module_16","file_8.c","data",161,"0x80bad545","sysram","sysram_data","data","Low",32,"Yes","open_base/hal"
"symbol_670","module_10","file_70.c","code",766,"0x809c65e9","ext_memory2","ext_memory2_code","init","Low",62,"No","core/rlm"
"symbol_672","module_13","file_10.c","bss",1939,"0x80ac4ff2","sysram","sysram_data","code","Low",3,"Yes","core/middle"
"symbol_681","module_5","file_59.c","code",1003,"0x8540d7bb","sysram","sysram_code","init","Low",92,"No","core/system"
"symbol_683","module_15","file_12.c","code",1421,"0x8061fa3c","sysram","sysram_code","code","High",9,"No","core/system"
"symbol_686","module_9","file_14.c","data",1665,"0x8284a567","ext_memory1","ext_memory1_data","data","High",77,"No","core/system"
"symbol_690","module_1","file_54.c","bss",1618,"0x8ba913da","ext_memory1","ext_memory1_data","init","Low",15,"No","open_core/mlm"
"symbol_691","module_5","file_5.c","data",1867,"0x812e3bce","ext_memory1","ext_memory1_data","ro_after_write","Medium",4,"No","core/system"
"symbol_692","module_3","file_1.c","bss",203,"0x8c4d2362","ext_memory1","ext_memory1_data","data","High",33,"No","open_base/hal"
"symbol_693","module_2","file_39.c","data",320,"0x878478b0","ext_memory2","ext_memory2_data","data","Medium",14,"Yes","core/rlm"
"symbol_694","module_2","file_77.c","code",550,"0x89656485","ext_memory1","ext_memory1_code","always_power_on","High",40,"No","open_base/prj_ram"
"symbol_699","module_4","file_13.c","code",1542,"0x8e0cf600","sysram","sysram_code","init","Low",86,"Yes","open_base/prj_ram"
"symbol_700","module_7","file_48.c","bss",650,"0x892c849a","sysram","sysram_data","data","Low",33,"Yes","open_core/system"
"symbol_702","module_14","file_2.c","code",538,"0x83c3b77e","sysram","sysram_code","always_power_on","High",52,"Yes","open_base/prj_ram"
"symbol_705","module_8","file_26.c","data",1669,"0x8e44be38","ext_memory1","ext_memory1_data","data","Low",48,"Yes","customer"
"symbol_711","module_11","file_10.c","data",1100,"0x8de786f6","sysram","sysram_data","always_power_on","Low",40,"Yes","open_core/rlm"
"symbol_716","module_12","file_56.c","data",727,"0x84d484e9","ext_memory2","ext_memory2_data","ro_after_write","High",95,"Yes","core/rlm"
"symbol_717","module_16","file_29.c","bss",113,"0x8d06457c","ext_memory2","ext_memory2_data","code","Low",25,"Yes","core/system"
"symbol_718","module_13","file_76.c","code",1174,"0x809c4d90","sysram","sysram_code","data","Medium",24,"No","open_core/rlm"
"symbol_723","module_2","file_66.c","data",1157,"0x8438253b","ext_memory2","ext_memory2_data","ro_after_write","Low",65,"No","core/rlm"
"symbol_724","module_7","file_39.c","code",1423,"0x81e04abd","sysram","sysram_code","always_power_on","Low",11,"Yes","core/mlm"
"symbol_727","module_4","file_20.c","code",1845,"0x8861b8a4","sysram","sysram_code","code","Low",9,"No","open_core/middle"
"symbol_730","module_9","file_39.c","data",173,"0x8e954096","ext_memory1","ext_memory1_data","init","Medium",68,"Yes","core/mlm"
"symbol_732","module_8","file_23.c","data",1926,"0x8b5341aa","sysram","sysram_data","ro_after_write","Medium",67,"No","core/middle"
"symbol_734","module_13","file_24.c","code",1204,"0x8ac96e29","ext_memory1","ext_memory1_code","code","Low",6,"Yes","open_core/middle"
"symbol_741","module_10","file_59.c","data",454,"0x8c80f4b4","ext_memory1","ext_memory1_data","ro_after_write","Low",3,"No","core/system"
"symbol_742","module_4","file_19.c","code",1461,"0x8f0813f6","sysram","sysram_code","code","Low",35,"No","open_core/middle"
"symbol_743","module_4","file_79.c","bss",767,"0x871ba945","sysram","sysram_data","always_power_on","High",76,"No","open_base/exthal"
"symbol_747","module_2","file_58.c","bss",1852,"0x865e480f","sysram","sysram_data","data","Low",70,"Yes","core/mlm"
"symbol_749","module_5","file_45.c","data",562,"0x8882d32e","sysram","sysram_data","ro_after_write","High",65,"No","core/system"
"symbol_750","module_6","file_79.c","data",1063,"0x8b2328da","sysram","sysram_data","code","Medium",50,"Yes","base/prj_ram"
"symbol_751","module_10","file_1.c","code",457,"0x8b92ebfb","sysram","sysram_code","data","Low",25,"Yes","open_base/hal"
"symbol_753","module_4","file_51.c","bss",480,"0x87be69dd","ext_memory2","ext_memory2_data","code","Medium",65,"Yes","open_base/exthal"
"symbol_754","module_14","file_21.c","code",902,"0x8e679125","sysram","sysram_code","always_power_on","Low",12,"Yes","core/system"
"symbol_755","module_3","file_3.c","bss",153,"0x8a789344","ext_memory1","ext_memory1_data","code","Medium",13,"No","open_core/mlm"
"symbol_760","module_16","file_52.c","code",1579,"0x87bde46c","ext_memory2","ext_memory2_code","init","Medium",21,"No","open_core/system"
"symbol_762","module_14","file_17.c","code",314,"0x8512a18a","sysram","sysram_code","code","Medium",83,"No","open_core/system"
"symbol_764","module_8","file_1.c","bss",1991,"0x8ae018cc","sysram","sysram_data","ro_after_write","Low",81,"No","customer"
"symbol_768","module_16","file_16.c","data",674,"0x8ff384f1","sysram","sysram_data","code","Low",30,"Yes","open_core/system"
"symbol_769","module_2","file_69.c","code",1700,"0x8187d960","sysram","sysram_code","code","Low",80,"No","core/system"
"symbol_770","module_8","file_61.c","code",1908,"0x8ec4fe73","ext_memory1","ext_memory1_code","always_power_on","Low",34,"No","base/exthal"
"symbol_771","module_11","file_28.c","code",275,"0x8ff3e687","sysram","sysram_code","ro_after_write","Low",18,"No","open_core/mlm"
"symbol_773","module_16","file_59.c","bss",1295,"0x8c624343","ext_memory2","ext_memory2_data","data","Low",79,"No","open_core/system"
"symbol_774","module_13","file_25.c","data",1724,"0x8cde6a7c","ext_memory2","ext_memory2_data","code","High",54,"No","open_base/hal"
"symbol_775","module_16","file_18.c","code",911,"0x804048e4","sysram","sysram_code","ro_after_write","Low",38,"No","base/exthal"
"symbol_778","module_15","file_23.c","data",988,"0x8edd3db5","ext_memory1","ext_memory1_data","always_power_on","Low",75,"No","core/system"
"symbol_780","module_14","file_39.c","bss",1882,"0x8a4264be","sysram","sysram_data","always_power_on","Low",36,"No","open_core/middle"
"symbol_782","module_12","file_28.c","bss",338,"0x85f9fe20","sysram","sysram_data","code","High",32,"Yes","core/rlm"
"symbol_784","module_6","file_7.c","data",310,"0x8a1b4d0b","sysram","sysram_data","code","Low",58,"Yes","open_core/rlm"
"symbol_788","module_12","file_60.c","code",424,"0x8d700c4c","sysram","sysram_code","code","Low",49,"Yes","base/prj_ram"
"symbol_790","module_9","file_3.c","code",2010,"0x8239edd3","ext_memory2","ext_memory2_code","data","Low",60,"Yes","open_core/system"
"symbol_791","module_6","file_16.c","data",1067,"0x8ede28e5","sysram","sysram_data","data","Medium",15,"No","open_core/rlm"
"symbol_793","module_3","file_69.c","data",1763,"0x8742e5e9","sysram","sysram_data","init","Low",67,"Yes","core/mlm"
"symbol_794","module_13","file_42.c","code",1046,"0x8c4f1179","sysram","sysram_code","code","Medium",68,"Yes","base/exthal"
"symbol_797","module_5","file_10.c","code",1264,"0x8320c811","ext_memory1","ext_memory1_code","data","Medium",76,"Yes","core/system"
"symbol_798","module_7","file_68.c","code",1617,"0x81d633e5","ext_memory2","ext_memory2_code","code","Medium",89,"Yes","customer"
"symbol_802","module_8","file_64.c","code",2000,"0x82b7d281","ext_memory1","ext_memory1_code","code","Low",57,"No","base/exthal"
"symbol_803","module_2","file_48.c","data",249,"0x83cd03d7","sysram","sysram_data","ro_after_write","Low",55,"No","custom/system"
"symbol_804","module_9","file_74.c","code",139,"0x8d3e3c1a","ext_memory1","ext_memory1_code","init","Medium",85,"No","open_base/exthal"
"symbol_808","module_14","file_64.c","bss",1037,"0x839064fa","sysram","sysram_data","init","Low",47,"Yes","open_core/middle"
"symbol_812","module_15","file_73.c","bss",811,"0x848e4094","sysram","sysram_data","always_power_on","Low",20,"No","open_core/rlm"
"symbol_813","module_11","file_28.c","bss",1818,"0x81a9358f","sysram","sysram_data","data","Low",53,"No","core/middle"
"symbol_823","module_16","file_61.c","data",1644,"0x85bd77ce","sysram","sysram_data","ro_after_write","Medium",45,"No","open_core/mlm"
"symbol_827","module_5","file_50.c","bss",767,"0x89facdef","sysram","sysram_data","code","High",16,"No","core/middle"
"symbol_828","module_15","file_6.c","bss",1509,"0x87e0cb02","sysram","sysram_data","init","High",41,"No","open_base/prj_ram"
